date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-03-26 00:00:00,1.1,-1,5.9,6.5,,,26.1,,1005.2,
2024-03-27 00:00:00,0.8,-5.1,7,0,,,11.7,,1019.9,
2024-03-28 00:00:00,11.1,2,22,0,,,18.8,,1016.8,
2024-03-29 00:00:00,16.3,8,25,1,,,21.5,,1008.1,
2024-03-30 00:00:00,10.9,5,17,0,,,15.1,,1012.5,
2024-03-31 00:00:00,10.7,9,13,10.5,,,20,,1007.9,
2024-04-01 00:00:00,13.1,8.8,22.6,2.7,,,19.1,,1003.8,
2024-04-02 00:00:00,7.2,2,12.4,3.9,,,22,,1006.7,
2024-04-03 00:00:00,7.6,3.6,13.2,0.2,,,30.3,,1008.3,
2024-04-04 00:00:00,8.4,1.1,15.3,0,,,15.4,,1013.1,
2024-04-05 00:00:00,9.8,2.7,16.1,0,,,15.2,,1018.8,
2024-04-06 00:00:00,11.5,5,18,1,,,34.1,,1011.5,
2024-04-07 00:00:00,14.6,11,19.6,0.7,,,27.2,,1001.7,
2024-04-08 00:00:00,12.7,5.2,20.3,0,,,15.4,,1011.2,
2024-04-09 00:00:00,12.8,4.5,20,0,,,8.7,,1015.4,
2024-04-10 00:00:00,15.7,9,23.1,0,,,7.4,,1011.8,
2024-04-11 00:00:00,12.7,7.4,17.6,0,,,27.5,,1012.2,
2024-04-12 00:00:00,12.7,3,20.5,0,,,12.8,,1019.2,
2024-04-13 00:00:00,20.1,10.7,30.1,0,,,21,,1013.2,
2024-04-14 00:00:00,23.8,16.7,31.8,0,,,15.2,,1009.2,
2024-04-15 00:00:00,22.4,15.5,29,0.2,,,26,,1010.5,
2024-04-16 00:00:00,20.6,15.9,24.9,13.7,,,33.2,,999,
2024-04-17 00:00:00,16.4,12.8,21.3,0.3,,,22.3,,1010.2,
2024-04-18 00:00:00,11.2,7.5,14.1,14.1,,,23.5,,1017.5,
2024-04-19 00:00:00,9.9,4,15.9,0,,,10.4,,1024.5,
2024-04-20 00:00:00,7.1,1.3,11.7,0,,,13.3,,1027.9,
2024-04-21 00:00:00,9.3,1.3,16.5,0,,,9.2,,1025.4,
2024-04-22 00:00:00,14.4,5.9,22.3,0,,,27.4,,1014.6,
2024-04-23 00:00:00,17,11.2,22.2,4.8,,,15.8,,1013.1,
2024-04-24 00:00:00,15.3,7.6,21.6,0,,,7.5,,1021.2,
2024-04-25 00:00:00,13.7,11.6,15.6,4.1,,,24.7,,1016.8,
2024-04-26 00:00:00,17.1,11.9,25,29.1,,,32.4,,1001.6,
2024-04-27 00:00:00,18.2,13.6,24.1,36.7,,,12,,1007.3,
2024-04-28 00:00:00,18,15.1,21.6,8.6,,,24.5,,1007.6,
2024-04-29 00:00:00,15.3,8.4,21.6,0,,,14.3,,1011.6,
2024-04-30 00:00:00,19.7,13.6,27.7,4.5,,,17.7,,1008.7,
2024-05-01 00:00:00,16.3,12,20,3.6,,,16.1,,1013,
2024-05-02 00:00:00,15.9,13.3,17.1,25.1,,,14.3,,1009.1,
2024-05-03 00:00:00,16.3,9.4,23,0,,,13,,1015.2,
2024-05-04 00:00:00,14.6,10.6,18.5,8.3,,,15.7,,1015.6,
2024-05-05 00:00:00,13.4,6.6,18.7,0,,,9.3,,1017.5,
2024-05-06 00:00:00,18.4,13.2,23.4,10,,,18.9,,1007,
2024-05-07 00:00:00,18.4,12.3,24.2,19.2,,,15.2,,999.6,
2024-05-08 00:00:00,20.1,14.2,24.9,0.2,,,9.3,,1001.9,
2024-05-09 00:00:00,17,10.6,22.7,1,,,16,,1011.6,
2024-05-10 00:00:00,18.1,9.9,25.8,0,,,11,,1015.9,
2024-05-11 00:00:00,20,12.2,27.2,0,,,10.2,,1013.8,
2024-05-12 00:00:00,21.1,15.2,27.3,2.1,,,14.5,,1009.8,
2024-05-13 00:00:00,17.4,16.1,20,22.9,,,13.2,,1007.4,
2024-05-14 00:00:00,18.9,14.5,24.8,1.6,,,11,,1008.1,
2024-05-15 00:00:00,17.1,14.3,20.3,2.2,,,9,,1011.1,
2024-05-16 00:00:00,19.8,15.5,25.5,0,,,6.1,,1010,
2024-05-17 00:00:00,21.6,14,27.8,0,,,9.2,,1007.8,
2024-05-18 00:00:00,24.5,18.4,30.9,0,,,14.2,,1009.5,
2024-05-19 00:00:00,22.3,18.2,27.8,0.5,,,14.2,,1013.2,
2024-05-20 00:00:00,23.2,17.4,28.7,5.4,,,10.2,,1008.9,
2024-05-21 00:00:00,23.1,17,29.7,34.2,,,26.5,,1002.3,
2024-05-22 00:00:00,18.6,12.5,24.9,0,,,10.6,,1012.3,
2024-05-23 00:00:00,21.2,13.5,27.2,0.6,,,15.5,,1009.8,
2024-05-24 00:00:00,20.1,15.6,23.5,8.4,,,14.8,,1006.2,
2024-05-25 00:00:00,19.9,11.8,27,0,,,14.1,,1009.2,
2024-05-26 00:00:00,21.6,16.6,27.1,14.3,,,14.6,,1002.8,
2024-05-27 00:00:00,21.2,15.6,26.7,0,,,13.6,,1012.5,
2024-05-28 00:00:00,20.9,13.3,27.8,0,,,10.5,,1019.2,
2024-05-29 00:00:00,20.1,13.1,26,0,,,9.7,,1021.5,
2024-05-30 00:00:00,21.4,16.4,26.7,7.9,,,16.4,,1018,
2024-05-31 00:00:00,20.8,19.1,23.2,8.6,,,10,,1017.6,
2024-06-01 00:00:00,22.4,17.7,27.8,0,,,6,,1014.5,
2024-06-02 00:00:00,23.9,18.2,28.6,0.2,,,15.2,,1012.4,
2024-06-03 00:00:00,24.7,21.7,29,0.2,,,14.5,,1006.7,
2024-06-04 00:00:00,24,20.1,30.5,8.1,,,8.4,,1004.2,
2024-06-05 00:00:00,22.6,13.3,30.5,0,,,12.1,,1007.7,
2024-06-06 00:00:00,23.2,17.1,28.2,0,,,12.7,,1012.2,
2024-06-07 00:00:00,24.2,16.5,33.1,4.6,,,8.6,,1012.8,
2024-06-08 00:00:00,23.1,19.2,28.6,7,,,15.1,,1010.3,
2024-06-09 00:00:00,22.8,17.5,28.7,0.2,,,8.1,,1016.8,
2024-06-10 00:00:00,21.6,13.4,27.5,0,,,6.1,,1016.7,
2024-06-11 00:00:00,24.2,16.7,31.5,0,,,15.3,,1014.2,
2024-06-12 00:00:00,26.5,20,32.3,0.5,,,19,,1012.5,
2024-06-13 00:00:00,28.3,22.5,33.7,5.2,,,14,,1010.3,
2024-06-14 00:00:00,26.6,20.6,32.3,0,,,8.8,,1017.1,
2024-06-15 00:00:00,23.3,20,28.9,21.6,,,19.6,,1013.8,
2024-06-16 00:00:00,26.4,21,31.6,0.7,,,21,,1008.6,
2024-06-17 00:00:00,28.6,24.5,32.2,0.3,,,24,,1008.6,
2024-06-18 00:00:00,28.2,25.8,31.6,3.3,,,30.1,,1009.6,
2024-06-19 00:00:00,21.8,20.5,24.4,12.8,,,9.6,,1021.2,
2024-06-20 00:00:00,24.1,20.5,30.8,5,,,7.1,,1023.7,
2024-06-21 00:00:00,27.3,22.5,31.8,2.9,,,14.2,,1019.7,
2024-06-22 00:00:00,28.6,24.6,34,1.8,,,21.7,,1011.4,
2024-06-23 00:00:00,26.3,19.4,31.5,0,,,6.3,,1013.7,
2024-06-24 00:00:00,29.8,22.8,36.2,0.2,,,17.5,,1009.6,
2024-06-25 00:00:00,30.8,27.1,34.9,23.7,,,17.7,,1008.6,
2024-06-26 00:00:00,25.4,20.4,31.1,27.1,,,11.8,,1013.3,
2024-06-27 00:00:00,24.8,20.5,29,1.1,,,11.5,,1013.3,
2024-06-28 00:00:00,25.8,21.5,30.1,15.1,,,20.6,,1004.6,
2024-06-29 00:00:00,25.2,20.4,28.8,0,,,9.6,,1015.8,
2024-06-30 00:00:00,21,15,25.8,0,,,11,,1025.1,
2024-07-01 00:00:00,20.2,16.8,24.1,5,,,21.6,,1018.7,
2024-07-02 00:00:00,26.2,21.2,32.4,21,,,14.6,,1009.8,
2024-07-03 00:00:00,24.3,19.6,28,0,,,4.9,,1014.8,
2024-07-04 00:00:00,24.2,20.6,28.6,7.2,,,8.6,,1013.5,
2024-07-05 00:00:00,22.2,16.8,27,0,,,11.8,,1015.3,
2024-07-06 00:00:00,23.7,18.1,30,2.9,,,8.4,,1015.8,
2024-07-07 00:00:00,23.4,18.3,28.6,56.3,,,10.1,,1013.8,
2024-07-08 00:00:00,23.8,18.2,28.4,0,,,4.8,,1015.3,
2024-07-09 00:00:00,23.7,17.5,29.3,0,,,3.9,,1014.9,
2024-07-10 00:00:00,24,19.5,31.7,16.5,,,8.2,,1015.8,
2024-07-11 00:00:00,23.8,17.5,29.6,0,,,8,,1017.9,
2024-07-12 00:00:00,26.4,22,31.5,0,,,14,,1017.1,
2024-07-13 00:00:00,28.1,23,33,0,,,18.1,,1016.1,
2024-07-14 00:00:00,28.8,24,33,0,,,14.5,,1014.2,
2024-07-15 00:00:00,30,25,34.7,0.3,,,11.8,,1009.5,
2024-07-16 00:00:00,24.7,19.3,28.7,1.5,,,11.6,,1012.5,
2024-07-17 00:00:00,23.3,17.5,28.6,0,,,8,,1018.8,
2024-07-18 00:00:00,22.2,16.4,27.6,0,,,5.9,,1022.8,
2024-07-19 00:00:00,22.2,16.6,27.5,0,,,10.2,,1020.8,
2024-07-20 00:00:00,21.9,18.8,25.4,3.7,,,3.1,,1019.9,
2024-07-21 00:00:00,22.5,17.2,27.8,7.9,,,3.8,,1020.4,
2024-07-22 00:00:00,22.9,18.1,28,1.4,,,1.8,,1018.3,
2024-07-23 00:00:00,24.7,18.3,29.7,0,,,3.9,,1018.2,
2024-07-24 00:00:00,26.4,20.2,31.9,0,,,5.3,,1019.8,
2024-07-25 00:00:00,27.8,22.8,33.2,0,,,6.9,,1020,
2024-07-26 00:00:00,27.4,22.7,33,0,,,12,,1018,
2024-07-27 00:00:00,26.3,22,30.6,0,,,14.4,,1015.7,
2024-07-28 00:00:00,26,21,31.1,1.8,,,16.5,,1011.9,
2024-07-29 00:00:00,29.1,23.1,35,0,,,9.8,,1010,
2024-07-30 00:00:00,28.4,22.5,33.5,0,,,16.1,,1010.3,
2024-07-31 00:00:00,29.2,22.6,35,10.9,,,17.2,,1011.1,
2024-08-01 00:00:00,26.1,20.2,31.6,0.7,,,10,,1016,
2024-08-02 00:00:00,26.1,19.6,32.3,0,,,8.4,,1019.6,
2024-08-03 00:00:00,27.7,21.5,34,0,,,5.7,,1017.5,
2024-08-04 00:00:00,28,21.4,35,0,,,13,,1015.6,
2024-08-05 00:00:00,28.7,21.7,35.3,0,,,13.9,,1015.2,
2024-08-06 00:00:00,22.4,19,27.6,0,,,15.1,,1018,
2024-08-07 00:00:00,23.6,16.7,29.8,0,,,4.7,,1016.2,
2024-08-08 00:00:00,22.2,17,25.7,5.6,,,9.5,,1017.1,
2024-08-09 00:00:00,17.7,13,23.4,0,,,8.5,,1022.4,
2024-08-10 00:00:00,19.4,13.2,24.7,0,,,3.6,,1023.3,
2024-08-11 00:00:00,20.9,15.1,25,0.2,,,7.2,,1020.3,
2024-08-12 00:00:00,21.4,19,24.5,21.2,,,9.4,,1018,
2024-08-13 00:00:00,22.5,20.5,26.1,0,,,10.2,,1018.8,
2024-08-14 00:00:00,24.4,21,29.3,66.3,,,19.8,,1015.1,
2024-08-15 00:00:00,25.9,22,31,15.6,,,10.8,,1011.6,
2024-08-16 00:00:00,25.9,21.5,30.6,0,,,7,,1013.5,
2024-08-17 00:00:00,24,19.4,29.1,0,,,7.3,,1015.6,
2024-08-18 00:00:00,22.8,18.1,26.8,0,,,5.1,,1018.4,
2024-08-19 00:00:00,23.2,18,28.6,0,,,8.9,,1021.3,
2024-08-20 00:00:00,20.5,17.3,24.6,0.6,,,11.1,,1022.9,
2024-08-21 00:00:00,21.9,18.8,26.4,0,,,13.2,,1022.4,
2024-08-22 00:00:00,20.7,15.3,26.5,0,,,15.5,,1021.3,
2024-08-23 00:00:00,21.6,17.2,26.8,0.4,,,12.8,,1019.8,
2024-08-24 00:00:00,25,21.5,30,4.8,,,16.9,,1016.4,
2024-08-25 00:00:00,28.5,22.8,36,0,,,15.4,,1014.5,
2024-08-26 00:00:00,29.8,24,36,0,,,11.6,,1016,
2024-08-27 00:00:00,28.7,22.4,34.1,,,,9.8,,,
2024-08-28 00:00:00,26,20.3,32.6,,,,11.6,,,
2024-08-29 00:00:00,28.1,,,,,,13.4,,,
2024-08-30 00:00:00,23.3,20.7,27.8,,,,7.2,,,
2024-08-31 00:00:00,22.7,,,,,,4.3,,,
2024-09-01 00:00:00,21.2,17,25.8,,,,13.8,,,
2024-09-02 00:00:00,19,12.2,25.2,,,,9.8,,,
2024-09-03 00:00:00,20.3,13.6,27.4,,,,12.3,,,
2024-09-04 00:00:00,21.5,14.5,28.7,0,,,12.5,,1022,
2024-09-05 00:00:00,22.7,17.5,30,0.2,,,11.2,,1021.4,
2024-09-06 00:00:00,18.9,13.6,23.8,0,,,12.5,,1024.6,
2024-09-07 00:00:00,17.7,11.5,24.1,0,,,8.2,,1024.5,
2024-09-08 00:00:00,18,11.6,24.5,0,,,10,,1022.2,
2024-09-09 00:00:00,20.7,12.8,29.3,0,,,14.6,,1019.6,
2024-09-10 00:00:00,21.6,14.7,29.1,0,,,15.3,,1016.3,
2024-09-11 00:00:00,22.5,15.5,30.1,0,,,12,,1015.1,
2024-09-12 00:00:00,24,18.3,29.9,0,,,11.8,,1014.6,
2024-09-13 00:00:00,23,17,27.1,0,,,12.9,,1014.6,
2024-09-14 00:00:00,23.2,20,28.9,0,,,9.5,,1017.2,
2024-09-15 00:00:00,25.4,20.5,31.2,0,,,11.1,,1018,
2024-09-16 00:00:00,24.7,19.8,30.1,0,,,12.7,,1018,
2024-09-17 00:00:00,24.5,19.5,29.9,0,,,15.6,,1015.8,
2024-09-18 00:00:00,25.2,20.3,31.2,0,,,15.7,,1012.2,
2024-09-19 00:00:00,26.4,21.5,32.3,11.2,,,16.2,,1009.4,
2024-09-20 00:00:00,26.8,18.7,33.5,0,,,10.9,,1010.9,
2024-09-21 00:00:00,24.6,21,28.6,41.2,,,15,,1010.9,
2024-09-22 00:00:00,17.1,13.8,21.2,18.6,,,13,,1016,
2024-09-23 00:00:00,17.5,11.2,24.2,0,,,8.3,,1014.5,
2024-09-24 00:00:00,16.5,13.5,23.9,7.7,,,6.2,,1011.7,
2024-09-25 00:00:00,19.3,12,26.5,0,,,5.9,,1015.4,
2024-09-26 00:00:00,20.6,12.5,27.2,0,,,3.3,,1016.3,
2024-09-27 00:00:00,19.7,12.1,26.9,0,,,10.2,,1014.1,
2024-09-28 00:00:00,21.9,14,29.9,0,,,12.3,,1015.2,
2024-09-29 00:00:00,22.2,12.7,29.3,0,,,9.3,,1017.3,
2024-09-30 00:00:00,22.8,15.8,30.2,0,,,10.4,,1015.6,
2024-10-01 00:00:00,16.1,9.9,20.6,0,,,10.4,,1024.6,
2024-10-02 00:00:00,16.7,8,25.5,0,,,15,,1016,
2024-10-03 00:00:00,20.6,13.1,29.6,0,,,13.5,,1012.8,
2024-10-04 00:00:00,20.1,15,25.3,0,,,17.1,,1020.5,
2024-10-05 00:00:00,23.8,15,34.6,0,,,18.8,,1015,
2024-10-06 00:00:00,17.4,11.6,23.8,0,,,10.5,,1021.8,
2024-10-07 00:00:00,14.9,7.8,21.9,0,,,6.4,,1022.5,
2024-10-08 00:00:00,17,8.3,25,0,,,8.3,,1018.8,
2024-10-09 00:00:00,19.2,11.2,27.7,0,,,8.7,,1017.9,
2024-10-10 00:00:00,21.2,14.5,29.6,0,,,12.4,,1019,
2024-10-11 00:00:00,22.5,14.5,31.1,0,,,11.8,,1018.2,
2024-10-12 00:00:00,20.5,14.5,27.5,0,,,11.5,,1014.8,
2024-10-13 00:00:00,13.7,8.2,18.2,0,,,14.2,,1020.8,
2024-10-14 00:00:00,9.5,2.4,16.3,0,,,5.1,,1024.5,
2024-10-15 00:00:00,9.8,5.9,14.7,0,,,16.1,,1027.8,
2024-10-16 00:00:00,9,1.5,17.1,0,,,8.9,,1030.1,
2024-10-17 00:00:00,12.8,5.1,21.4,0,,,22.4,,1020.9,
2024-10-18 00:00:00,15.2,7.8,23.6,0,,,19.4,,1023.3,
2024-10-19 00:00:00,16.7,8.5,25.5,0,,,14.2,,1028.1,
2024-10-20 00:00:00,18.8,12.2,27.4,0,,,13.7,,1025.6,
2024-10-21 00:00:00,19.7,13,26.5,1.1,,,15.4,,1019.3,
2024-10-22 00:00:00,19.2,13.7,25.7,0.8,,,15.2,,1013.5,
2024-10-23 00:00:00,13.8,10.2,18.6,0.3,,,9.2,,1023,
2024-10-24 00:00:00,14.9,7.9,24,4.5,,,15.5,,1014.4,
2024-10-25 00:00:00,13.5,8.8,18.9,0,,,15.1,,1022.7,
2024-10-26 00:00:00,10.1,3.7,17,0,,,12.7,,1030.6,
2024-10-27 00:00:00,13.2,6,21.7,0,,,13.8,,1022.7,
2024-10-28 00:00:00,20.7,14.9,27.3,0,,,22.9,,1009.8,
2024-10-29 00:00:00,25.5,22.6,28.2,0,,,38.8,,1006,
2024-10-30 00:00:00,19.9,12.6,25.2,44.6,,,26.6,,1009.3,
2024-10-31 00:00:00,9.9,7.6,12.9,0,,,19,,1016.5,
2024-11-01 00:00:00,10.3,4.6,17,0,,,12.9,,1022.9,
2024-11-02 00:00:00,10.8,7.3,13.2,12.2,,,17.1,,1020,
2024-11-03 00:00:00,17.4,12.7,20.5,9.2,,,15.8,,1007.2,
2024-11-04 00:00:00,16.5,13.8,18,11.5,,,10.7,,1006.8,
2024-11-05 00:00:00,11.7,7,14.7,3,,,11.8,,1006.3,
2024-11-06 00:00:00,9.3,4.1,16,0,,,7.4,,1019.6,
2024-11-07 00:00:00,10.2,5.1,16.3,0,,,7.5,,1027.2,
2024-11-08 00:00:00,10.3,5.7,13.3,0,,,8.3,,1024.5,
2024-11-09 00:00:00,11.8,9.8,15.3,6.5,,,21.3,,1013.3,
2024-11-10 00:00:00,11,7.5,15.7,0,,,17.6,,1012.4,
2024-11-11 00:00:00,9.4,5.2,15.4,0,,,11.2,,1019.5,
2024-11-12 00:00:00,8.4,3.3,14.7,0,,,20.9,,1019.1,
2024-11-13 00:00:00,8.8,8,9.8,7.7,,,16.6,,1011,
2024-11-14 00:00:00,8.5,3.3,13.9,0,,,12,,1016.4,
2024-11-15 00:00:00,11.3,4.6,19.4,0,,,14,,1016.9,
2024-11-16 00:00:00,12.4,7.7,17.4,2.5,,,22.4,,1009.8,
2024-11-17 00:00:00,10.8,8.4,14.2,0,,,8.3,,1012.4,
2024-11-18 00:00:00,14.8,11,18,15.5,,,25.9,,997.9,
2024-11-19 00:00:00,10.1,7,12,0,,,24.5,,1004.8,
2024-11-20 00:00:00,5.7,2,10,0,,,27.8,,1015.7,
2024-11-21 00:00:00,1.8,-2,6,0,,,21.9,,1021.3,
2024-11-22 00:00:00,2,-2.8,7.8,0,,,7.4,,1022,
2024-11-23 00:00:00,6.6,-0.7,14.2,0,,,14.9,,1015,
2024-11-24 00:00:00,11.3,7.4,16.2,0,,,14.6,,1006.1,
2024-11-25 00:00:00,2.3,-2.1,7,0,,,19.7,,1021.2,
2024-11-26 00:00:00,1.2,-4.4,6,0,,,13.4,,1019.7,
2024-11-27 00:00:00,3,-1.5,5.5,0,,,9.9,,1012.3,
2024-11-28 00:00:00,-1.4,-4.7,3.2,0,,,15.4,,1022.8,
2024-11-29 00:00:00,-3.8,-8.7,-0.1,0,,,7.6,,1026.8,
2024-11-30 00:00:00,-1.7,-3.5,2,0.1,,,11.3,,1023.9,
2024-12-01 00:00:00,-2.2,-5,0,0,,,7.1,,1027.2,
2024-12-02 00:00:00,-2.9,-7,-1.1,0,,,10.3,,1032.1,
2024-12-03 00:00:00,-2.2,-8.3,4,0,,,15.5,,1027.4,
2024-12-04 00:00:00,4,-4.5,10.9,0,,,25.1,,1017.5,
2024-12-05 00:00:00,-6.7,-10,-4.3,0,,,15,,1034.8,
2024-12-06 00:00:00,-1.7,-6.3,4.9,0,,,13.4,,1027.9,
2024-12-07 00:00:00,6.6,-1,17.1,0,,,17.7,,1017.4,
2024-12-08 00:00:00,9.4,5.3,14.6,0,,,21,,1008.5,
2024-12-09 00:00:00,5.6,0.1,12.2,,,,11.5,,,
2024-12-10 00:00:00,0,-4.5,4.5,,,,10.8,,,
2024-12-11 00:00:00,-2.8,-6,0.8,,,,18.1,,,
2024-12-12 00:00:00,,,,,,,,,,
2024-12-13 00:00:00,,,,,,,,,,
2024-12-14 00:00:00,2.3,1.4,3.5,6.7,,,18.4,,1019.9,
2024-12-15 00:00:00,4.7,1.6,10.3,0,,,12.6,,1016.5,
2024-12-16 00:00:00,5.6,1,11.8,0,,,14.7,,1017.9,
2024-12-17 00:00:00,4.2,0.9,8.5,1.1,,,13.9,,1021.9,
2024-12-18 00:00:00,1.1,-1.5,3.8,0,,,12.6,,1028.8,
2024-12-19 00:00:00,2.7,-3.5,14.5,0,,,26.4,,1020.3,
2024-12-20 00:00:00,-5.4,-10.2,-2.4,0,,,14,,1030.8,
2024-12-21 00:00:00,-3.5,-7.8,1.6,0,,,10.1,,1028.8,
2024-12-22 00:00:00,3.1,-4.5,11.1,0,,,20.2,,1018,
2024-12-23 00:00:00,4.6,0.8,7.5,0,,,11.7,,1018.9,
2024-12-24 00:00:00,0.3,-1.2,1.3,0,,,8.9,,1025,
2024-12-25 00:00:00,2.9,1.1,4.7,0,,,9,,1020.6,
2024-12-26 00:00:00,6,4,9.3,1,,,10.5,,1015.7,
2024-12-27 00:00:00,8.2,7.5,9.5,8.2,,,4.7,,1007.5,
2024-12-28 00:00:00,5.9,3.3,7.8,0,,,8.9,,1012,
2024-12-29 00:00:00,5.3,2.5,10.5,0.3,,,7.4,,1009.2,
2024-12-30 00:00:00,3.7,2.5,5.2,10.7,,,17.3,,1004.2,
2024-12-31 00:00:00,1.2,0,3,2.1,,,23.6,,1016.8,
2025-01-01 00:00:00,0.9,-0.9,4.3,0,,,13.8,,1024.3,
2025-01-02 00:00:00,0.2,-5,5,0.7,,,12.9,,1024.3,
2025-01-03 00:00:00,-3.9,-6.5,-0.8,0,,,10,,1031.3,
2025-01-04 00:00:00,-5.4,-7,-4,0.8,,,16.9,,1027.1,
2025-01-05 00:00:00,-8.2,-10.5,-6.5,8.5,,,28.4,,1021.7,
2025-01-06 00:00:00,-9.8,-13.5,-4.4,0,,,12.6,,1028,
2025-01-07 00:00:00,-10,-15,-3,0,,,10.1,,1032.9,
2025-01-08 00:00:00,-11.2,-14.6,-7.5,0,,,12.7,,1029.2,
2025-01-09 00:00:00,-4.8,-11.3,-0.2,0,,,12.4,,1019,
2025-01-10 00:00:00,-1.4,-6.6,0.9,0.4,,,10,,1014.9,
2025-01-11 00:00:00,-3.8,-9.8,1.5,0,,,11.4,,1006.4,
2025-01-12 00:00:00,-2,-11.5,2.9,0,,,17.1,,1014.8,
2025-01-13 00:00:00,-10.7,-16.2,-5.8,0,,,12.1,,1024.7,
2025-01-14 00:00:00,-8.6,-11.5,-4.5,0,,,9.6,,1029.1,
2025-01-15 00:00:00,-6.8,-10.2,-1.2,0,,,11.9,,1027,
2025-01-16 00:00:00,2.4,-1.5,6.9,0,,,14,,1018.7,
2025-01-17 00:00:00,4.5,0.5,7.1,0,,,21.5,,1004.3,
2025-01-18 00:00:00,-7.2,-10.2,-1,0,,,25,,1021.9,
2025-01-19 00:00:00,-14,-17.6,-10.3,0,,,17.7,,1031.1,
2025-01-20 00:00:00,-15.4,-20.5,-10.3,0,,,14.7,,1035,
2025-01-21 00:00:00,-16,-23.5,-7.1,0,,,18,,1031.9,
2025-01-22 00:00:00,-2.2,-8.4,3.2,0,,,18.2,,1019.2,
2025-01-23 00:00:00,-7.9,-12.1,1,0,,,15.3,,1028.7,
2025-01-24 00:00:00,-4.9,-13.2,2.5,0,,,16.3,,1019.8,
2025-01-25 00:00:00,1.1,-3.1,5.2,0,,,10.6,,1023.6,
2025-01-26 00:00:00,-4,-6.9,0.5,0,,,7.2,,1029.1,
2025-01-27 00:00:00,-1.3,-7.5,4.5,0,,,17.4,,1018.5,
2025-01-28 00:00:00,2.6,-3.2,7,0,,,13,,1013,
2025-01-29 00:00:00,5,0.2,10.2,0,,,7.6,,1016.2,
2025-01-30 00:00:00,5.2,3.6,7.1,4.7,,,7.4,,1009.2,
2025-01-31 00:00:00,6.2,3.3,12,20.8,,,14.9,,1010.9,
2025-02-01 00:00:00,4,1.5,6.2,0,,,18.2,,1016.2,
2025-02-02 00:00:00,7.9,2.8,13.5,0,,,9.3,,1011.6,
2025-02-03 00:00:00,6,-0.2,11.9,0,,,21,,1014,
2025-02-04 00:00:00,-3.7,-7.6,-0.3,0,,,21.3,,1028.3,
2025-02-05 00:00:00,-2,-4.5,0,0,,,12.2,,1016.8,
2025-02-06 00:00:00,1,-2.5,6,0,,,10.6,,1018.6,
2025-02-07 00:00:00,0.8,-3.6,4.1,0,,,16.6,,1020.8,
2025-02-08 00:00:00,0.6,-5.8,5.5,0,,,17.1,,1017.8,
2025-02-09 00:00:00,-3.8,-7.6,1.6,0,,,5.1,,1029.8,
2025-02-10 00:00:00,-1.6,-5.3,2,0,,,10.9,,1029,
2025-02-11 00:00:00,-6.6,-9.5,-0.5,0.2,,,24.8,,1023.2,
2025-02-12 00:00:00,-10.6,-13.6,-8.8,8,,,20.2,,1016.4,
2025-02-13 00:00:00,-14.3,-20.8,-9,0,,,9.8,,1029.1,
2025-02-14 00:00:00,-3.8,-11.7,2.5,0.5,,,20.4,,1020.4,
2025-02-15 00:00:00,-2,-9,0,0,,,21.3,,1013.7,
2025-02-16 00:00:00,-11,-14,-8.6,0,,,19.1,,1024.8,
2025-02-17 00:00:00,-13.3,-17.2,-11.1,4.5,,,12.2,,1029.1,
2025-02-18 00:00:00,-17.4,-19.5,-15.7,0.6,,,22.3,,1035.8,
2025-02-19 00:00:00,-16.8,-20,-13.6,0,,,14.4,,1038.1,
2025-02-20 00:00:00,-17.2,-22.8,-11,0,,,9.3,,1037.5,
2025-02-21 00:00:00,-13.1,-19.8,-6.6,0,,,9.5,,1034.7,
2025-02-22 00:00:00,-3.9,-10.4,2.7,1,,,15.1,,1023.1,
2025-02-23 00:00:00,4.4,-1.7,12,0,,,12.9,,1015.2,
2025-02-24 00:00:00,10.4,4,18.2,0,,,9.2,,1009.8,
2025-02-25 00:00:00,9.8,2.8,17,0,,,11.8,,1011.2,
2025-02-26 00:00:00,10.7,6.5,15.2,0,,,18.2,,1012.5,
2025-02-27 00:00:00,8.2,2,15.6,0,,,15.6,,1019.3,
2025-02-28 00:00:00,11.1,6,20,0,,,21.5,,1011.1,
2025-03-01 00:00:00,1,-3.1,4.2,0,,,11.8,,1022,
2025-03-02 00:00:00,3.9,-3.2,12,0,,,18.2,,1019.5,
2025-03-03 00:00:00,10.9,5,15.2,0,,,19.4,,1008,
2025-03-04 00:00:00,11,1.2,15.8,30.1,,,25,,992.8,
2025-03-05 00:00:00,-1.6,-4,0.5,7.4,,,34,,1006.5,
2025-03-06 00:00:00,1.4,-4.5,5.6,0.4,,,11.3,,1013.8,
2025-03-07 00:00:00,4.8,1.7,8.1,0.6,,,22.6,,1007.7,
2025-03-08 00:00:00,4.2,-3,11.8,0,,,9.4,,1020,
2025-03-09 00:00:00,9.5,0.7,19.1,0,,,13.4,,1016.8,
2025-03-10 00:00:00,15.7,5,27,0,,,19.4,,1008.4,
2025-03-11 00:00:00,13.1,7.5,19,0,,,16.9,,1006.4,
2025-03-12 00:00:00,13.7,4.3,24.3,0,,,11.5,,1006.4,
2025-03-13 00:00:00,16.7,6.7,26.2,0,,,14,,1005.4,
2025-03-14 00:00:00,18.6,14.6,26.6,,,,28.3,,,
2025-03-15 00:00:00,5.8,1.8,14.7,,,,25.6,,,
